compound,spacegroup,spacegroup_number,wyckoff_positions,atomic_species,number_of_atoms,cif_path,label
Ge5 Ti6,Ibam,72,"2b,4j,2c","['Ag', 'N']",8,cifs_linked/mp-2247.cif,TI
Ge5 Ti6,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
Ge6 Sr7,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Hf1 Ni1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Hf1 Ni3,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Hf1 Ni5,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,TI
Hf1 Os1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Hf1 Os1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Hf1 Pd1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Hf1 Pd1,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
Hf1 Pd2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Hf1 Pd3,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Hf1 Pd5,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Hf1 Ru1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Hf1 Sb2,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Hf1 Si1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Hf1 Si2,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Hf1 Te5,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Hf1 Zn2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Hf2 Hg1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Hf2 Mn1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Hf2 Ni1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Hf2 Pd1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Hf2 Pd1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Hf2 Pt3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Hf2 Rh1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Hf2 Si1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Hf2 Te1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Hf2 Zn1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Hf3 In4,P 4/ mbm,127,"8i,2d,8i,8i,8j,4g,2c","['Al', 'F']",40,cifs_linked/mp-555026.cif,TI
Hf3 Te2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Hf5 Pb1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Hf5 Sn3,P 6 3 / mcm,193,"12j,2b,6g,6g,4d,12k,6g","['Ba', 'Cu', 'Na', 'Te']",48,cifs_linked/mp-569168.cif,TI
Hf5 Te4,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
Hg1 Mg2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Hg1 Sr3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Hg1 Te1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Hg1 Ti1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Hg1 Ti3,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Hg1 Ti3,Pm -3 n,223,"8e,2a,6b,6c,12f","['Ba', 'Ce', 'Cu', 'O']",34,cifs_linked/mp-1096779.cif,TI
Hg1 Zr1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Hg1 Zr3,Pm -3 n,223,"8e,2a,6b,6c,12f","['Ba', 'Ce', 'Cu', 'O']",34,cifs_linked/mp-1096779.cif,TI
Hg2 Mg1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Hg2 Nd1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Hg2 Sr1,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ho1 Si3,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Ho2 Te5,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
In1 Pd3,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
In1 Sb1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
In1 Sb1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
In1 Se1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
In2 Mg1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
In2 Mg5,Ibam,72,"2b,4j,2c","['Ag', 'N']",8,cifs_linked/mp-2247.cif,TI
In2 Se1,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,TI
In2 Te1,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,TI
In2 Te3,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
In2 Zr1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
In3 Ir1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
In3 Tb1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
In3 Zr1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
In4 Sr1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
In4 Ti3,P 4/ mbm,127,"8i,2d,8i,8i,8j,4g,2c","['Al', 'F']",40,cifs_linked/mp-555026.cif,TI
In5 La3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
In5 La3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
In5 Sb3,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
In5 Tb3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ir1 La3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ir1 Li1,P -6 m 2,187,"1a,3j,3j,6l,6l,3j,3j,6n,2i,12o,6n,6n,12o,6n,6n,6n,6n,12o,6n,2g,12o,3k,3k,6m,1f,6m,3k,3k","['Ac', 'Mg']",150,cifs_linked/mp-1184231.cif,TI
Ir1 Lu1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ir1 Lu3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ir1 Sc1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ir1 Ta1,Pmma,51,"4i,2f,2d,4j,2e,2e","['Ag', 'Br', 'Hg', 'S']",16,cifs_linked/mp-560067.cif,TI
Ir1 Tm3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ir1 Zr1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ir1 Zr3,I -42 m,121,"2d,1b,4i","['Ag', 'Hg', 'I']",7,cifs_linked/mp-1229122.cif,TI
Ir2 Nd1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Ir2 Si1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ir2 Th1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Ir3 Nb1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ir3 Pa1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ir3 Ta1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ir4 Si5,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
Ir7 Nd2,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
La1 Os2,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Er1 Pd2 Si2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 Pd2 Si1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Er1 Pd1 Zn1,P -62 m,189,"3f,6k,3f,3g,2c,6j,6k,3f,3g,1a","['Ba', 'Cl', 'F']",36,cifs_linked/mp-560641.cif,TI
Er1 Pd1 Sn1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Er1 Pd1 Sn1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Er1 Pd1 Si1,Pmmn,59,"2e,2e","['Ag', 'Br']",4,cifs_linked/mp-2034510.cif,TI
Er1 Ni5 Si3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Er1 Ni2 Si2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 Ni2 Si2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 Ni1 Sn1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Er1 Ni1 Si3,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Er1 Ni1 Si2,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Er1 Mn2 Si2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 Mn2 Si2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 Mg1 Sn1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 In2 Ni9,P 4/ mbm,127,"8i,2d,8i,8i,8j,4g,2c","['Al', 'F']",40,cifs_linked/mp-555026.cif,TI
Er1 Ge3 Ni5,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Er1 Ge3 Ni1,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Er1 Ge2 Pt1,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
Er1 Ge2 Ni2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 Ge2 Ni1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Er1 Ge2 Mn2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 Ge2 Mn2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Er1 Ge2 Ir1,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
Er1 Ge1 Sn1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Lu1 Rh1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Lu1 Sb1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Lu2 Pt1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Lu3 Tl5,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Mg1 Ni1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Mg1 Ni1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Mg1 Ni2,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Mg1 Pd1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Mg1 Pd3,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Mg1 Po1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Mg1 Pt3,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Mg2 Nd1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Mg2 Pb1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Mg2 Pt1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Mg2 Si1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Mg3 Xe1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Mg3 Xe2,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Mg3 Xe2,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Mg5 Si6,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Mg5 Si6,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Mg5 Si6,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Mg5 Tl2,Ibam,72,"2b,4j,2c","['Ag', 'N']",8,cifs_linked/mp-2247.cif,TI
Mg5 Xe2,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Mn1 Pd3,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Mn1 Rh1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Mn1 Rh1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Mn1 Sb1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Mn1 Sb1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Mn2 Pr1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Mn2 Pu1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Mn2 Si1,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,TI
Mn2 Th1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Mn2 Tm1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Mn2 Tm1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Mn2 Zr1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Mo1 Ni3,Pmmn,59,"2e,2e","['Ag', 'Br']",4,cifs_linked/mp-2034510.cif,TI
Mo1 Ni4,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,TI
Mo1 Pt1,Pmma,51,"4i,2f,2d,4j,2e,2e","['Ag', 'Br', 'Hg', 'S']",16,cifs_linked/mp-560067.cif,TI
Mo1 Pt1,Pmma,51,"4i,2f,2d,4j,2e,2e","['Ag', 'Br', 'Hg', 'S']",16,cifs_linked/mp-560067.cif,TI
Mo1 Pt2,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
Mo1 Pt3,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Mo1 Te2,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
Mo2 Ni1,P 4 2 / mnm,136,"4f,4g","['B', 'N']",8,cifs_linked/mp-13151.cif,TI
Mo3 Se4,R -3,148,"2c,3d,1a,6f","['Ag', 'H', 'I', 'O']",12,cifs_linked/mp-555477.cif,TI
Mo3 Te4,R -3,148,"2c,3d,1a,6f","['Ag', 'H', 'I', 'O']",12,cifs_linked/mp-555477.cif,TI
Mo3 Ti1,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
Mo4 O11,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Mo6 Te8,R -3,148,"2c,3d,1a,6f","['Ag', 'H', 'I', 'O']",12,cifs_linked/mp-555477.cif,TI
Nb1 Ni2,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Nb1 Pt3,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
Nb1 Rh1,Pmma,51,"4i,2f,2d,4j,2e,2e","['Ag', 'Br', 'Hg', 'S']",16,cifs_linked/mp-560067.cif,TI
Nb1 Rh3,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Nb1 Sb2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Nb1 Sb2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Nb1 Se2,P -6 m 2,187,"1a,3j,3j,6l,6l,3j,3j,6n,2i,12o,6n,6n,12o,6n,6n,6n,6n,12o,6n,2g,12o,3k,3k,6m,1f,6m,3k,3k","['Ac', 'Mg']",150,cifs_linked/mp-1184231.cif,TI
Nb1 Se2,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Nb1 Si2,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Nb1 Sn2,Fddd,70,"8h,8h,4g,4f,4g,8h,8h,8h","['Ag', 'H', 'O', 'P']",52,cifs_linked/mp-1195759.cif,TI
Nb1 Tc1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Nb2 Ni1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Nb2 Se1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Nb2 Se3,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
Nb2 Si1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Nb2 Te3,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Nb3 Sb1,Pm -3 n,223,"8e,2a,6b,6c,12f","['Ba', 'Ce', 'Cu', 'O']",34,cifs_linked/mp-1096779.cif,TI
Nb3 Si1,I -4,82,"1d,1b,1a,4g","['Ag', 'Hg', 'I']",7,cifs_linked/mp-23485.cif,TI
Nb3 Si1,P 4 2 / n,86,"2a,2b,8g,8g,8g","['Ag', 'O', 'Sb']",28,cifs_linked/mp-1215022.cif,TI
Nb6 Sn5,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
Nb6 Zn7,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Nd1 Pd3,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Nd1 Pt1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
